ID,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22064,23,female,Associate,61958,4,MORTGAGE,4000,DEBTCONSOLIDATION,6.03,0.06,2,543,Yes,0
22065,30,male,Associate,82447,7,MORTGAGE,10896,VENTURE,9.38,0.13,5,654,Yes,0
22066,25,male,Bachelor,38067,4,RENT,6400,MEDICAL,11.49,0.17,4,541,No,0
22067,39,male,Bachelor,94548,19,RENT,24250,MEDICAL,16,0.26,13,601,No,1
22068,24,female,Associate,82741,0,RENT,25000,PERSONAL,14.09,0.3,3,688,No,1
22069,28,female,Bachelor,83763,7,MORTGAGE,1098,EDUCATION,11.7,0.01,6,676,No,0
22070,24,female,Associate,102920,1,MORTGAGE,10000,PERSONAL,10,0.1,4,639,Yes,0
22071,22,male,Bachelor,81178,0,RENT,9300,DEBTCONSOLIDATION,11.01,0.11,3,622,Yes,0
22072,25,female,High School,121301,4,MORTGAGE,14000,MEDICAL,10.25,0.12,2,618,No,0
22073,26,male,High School,112491,7,RENT,9800,HOMEIMPROVEMENT,10.25,0.09,4,548,Yes,0
22074,22,male,Bachelor,40060,2,MORTGAGE,1000,HOMEIMPROVEMENT,15.27,0.02,2,598,No,1
22075,26,male,Associate,95456,1,MORTGAGE,17500,MEDICAL,11.83,0.18,2,612,No,0
22076,62,female,High School,92429,36,RENT,20000,EDUCATION,16.77,0.22,29,690,No,1
22077,29,male,Associate,51700,6,RENT,9000,PERSONAL,13.06,0.17,5,615,No,0
22078,23,female,Bachelor,66737,1,RENT,3000,VENTURE,9.88,0.04,2,566,Yes,0
22079,34,female,Bachelor,34543,13,OWN,4200,PERSONAL,12.84,0.12,8,649,Yes,0
22080,34,female,High School,66183,13,MORTGAGE,10000,MEDICAL,7.29,0.15,7,641,Yes,0
22081,25,male,Master,42545,3,RENT,5000,VENTURE,13.49,0.12,4,692,Yes,0
22082,24,male,Master,64524,4,MORTGAGE,8000,HOMEIMPROVEMENT,6.03,0.12,2,652,No,0
22083,25,female,Bachelor,61255,5,RENT,18934,PERSONAL,10.88,0.31,4,682,No,1
22084,26,male,Bachelor,179907,2,MORTGAGE,8508,DEBTCONSOLIDATION,17.42,0.05,3,648,No,1
22085,39,female,Associate,15100,19,RENT,2000,VENTURE,10.65,0.13,11,622,No,1
22086,21,female,High School,39608,0,MORTGAGE,8000,MEDICAL,5.99,0.2,3,611,Yes,0
22087,23,male,Bachelor,39549,3,OWN,6500,VENTURE,8.59,0.16,2,653,No,0
22088,24,male,High School,28252,2,RENT,5000,HOMEIMPROVEMENT,13.06,0.18,3,525,No,1
22089,22,female,Master,43799,0,OWN,14000,EDUCATION,11.26,0.32,4,573,Yes,0
22090,26,male,High School,46470,3,MORTGAGE,8500,VENTURE,6.46,0.18,8,642,Yes,0
22091,25,male,High School,45214,1,MORTGAGE,7000,HOMEIMPROVEMENT,15.62,0.15,3,668,No,0
22092,31,female,Master,24951,9,OWN,6372,PERSONAL,5.54,0.26,6,624,Yes,0
22093,22,male,High School,60915,0,MORTGAGE,8800,VENTURE,11.11,0.14,4,653,Yes,0
22094,25,male,Master,27892,4,RENT,7200,VENTURE,5.79,0.26,2,656,No,1
22095,32,male,Master,164332,7,MORTGAGE,8000,DEBTCONSOLIDATION,12.02,0.05,9,627,No,0
22096,24,male,Associate,92266,0,MORTGAGE,5528,DEBTCONSOLIDATION,14.18,0.06,3,645,No,1
22097,32,female,Bachelor,18148,7,RENT,4784,VENTURE,10.78,0.26,6,668,No,1
22098,30,female,Bachelor,33367,11,OWN,5800,MEDICAL,7.94,0.17,8,670,No,0
22099,27,female,Bachelor,87550,3,RENT,7000,PERSONAL,10.16,0.08,4,670,No,0
22100,60,male,High School,45700,35,MORTGAGE,10000,PERSONAL,6.54,0.22,27,596,No,1
22101,22,male,Bachelor,29944,0,OWN,2500,MEDICAL,8.15,0.08,2,630,Yes,0
22102,25,female,Master,120927,1,MORTGAGE,15000,MEDICAL,11.05,0.12,3,624,No,0
22103,30,male,Master,46601,7,RENT,6000,VENTURE,11.01,0.13,10,598,Yes,0
22104,22,male,Associate,91020,0,RENT,8000,PERSONAL,5.99,0.09,2,561,No,0
22105,27,female,Associate,43203,6,OWN,6000,HOMEIMPROVEMENT,11.99,0.14,10,635,No,0
22106,25,male,High School,61090,5,RENT,25000,VENTURE,12.57,0.41,5,551,No,1
22107,30,male,Bachelor,136793,6,MORTGAGE,30000,DEBTCONSOLIDATION,15.62,0.22,8,643,No,1
22108,26,male,High School,51432,2,RENT,12421,EDUCATION,8.23,0.24,4,594,Yes,0
22109,26,female,High School,105017,4,RENT,23000,DEBTCONSOLIDATION,9.56,0.22,5,666,No,1
22110,30,female,High School,216348,7,MORTGAGE,7882,PERSONAL,12.73,0.04,10,619,Yes,0
22111,28,female,Bachelor,145334,7,MORTGAGE,5701,HOMEIMPROVEMENT,8.12,0.04,6,682,No,0
22112,27,female,High School,145138,5,RENT,7200,DEBTCONSOLIDATION,7.29,0.05,10,605,No,0
22113,22,male,High School,43958,0,RENT,1000,MEDICAL,9.88,0.02,3,600,Yes,0
22114,27,female,Associate,84813,6,OWN,2250,HOMEIMPROVEMENT,10.36,0.03,7,589,No,0
22115,29,female,Bachelor,24979,6,RENT,1200,DEBTCONSOLIDATION,11.71,0.05,7,618,No,1
22116,22,female,Bachelor,69886,0,RENT,5400,MEDICAL,5.42,0.08,4,650,Yes,0
22117,24,male,High School,114957,3,RENT,4000,EDUCATION,7.9,0.03,4,624,No,0
22118,22,male,High School,108698,0,RENT,2850,VENTURE,5.99,0.03,3,606,No,0
22119,35,female,Associate,29657,13,RENT,6000,DEBTCONSOLIDATION,12.87,0.2,7,546,Yes,0
22120,23,male,Associate,103428,0,OWN,9600,EDUCATION,13.61,0.09,3,674,Yes,0
22121,25,female,Master,86225,5,MORTGAGE,7200,DEBTCONSOLIDATION,6.62,0.08,4,709,Yes,0
22122,22,male,Bachelor,36997,1,RENT,5000,EDUCATION,11.49,0.14,2,602,No,0
22123,43,male,High School,73024,24,MORTGAGE,18000,VENTURE,10.99,0.25,11,696,Yes,0
22124,21,male,Associate,106129,0,MORTGAGE,25000,PERSONAL,13.98,0.24,3,672,Yes,0
22125,24,male,High School,66680,0,RENT,20000,DEBTCONSOLIDATION,12.49,0.3,4,595,No,1
22126,25,male,High School,40080,5,RENT,3000,PERSONAL,10.95,0.07,4,582,No,0
22127,22,female,Associate,48952,3,MORTGAGE,5000,DEBTCONSOLIDATION,12.99,0.1,2,597,Yes,0
22128,55,female,High School,91197,29,MORTGAGE,10000,VENTURE,8.1,0.11,20,642,Yes,0
22129,22,female,Associate,38291,0,MORTGAGE,11225,DEBTCONSOLIDATION,11.01,0.29,2,569,No,1
22130,25,female,High School,41421,6,RENT,10000,HOMEIMPROVEMENT,13.79,0.24,4,616,No,1
22131,37,male,Associate,89513,13,MORTGAGE,10000,PERSONAL,16.29,0.11,14,590,No,1
22132,25,female,Associate,44389,4,MORTGAGE,7000,HOMEIMPROVEMENT,12.73,0.16,4,635,Yes,0
22133,27,female,Associate,78773,4,OWN,5000,MEDICAL,7.88,0.06,5,579,No,0
22134,29,male,Bachelor,139250,4,MORTGAGE,5000,DEBTCONSOLIDATION,6.03,0.04,9,617,Yes,0
22135,23,female,Bachelor,106613,0,MORTGAGE,10000,MEDICAL,8.94,0.09,2,598,Yes,0
22136,23,male,Associate,102998,3,MORTGAGE,15000,VENTURE,6.75,0.15,2,640,No,0
22137,25,female,Bachelor,35629,2,RENT,5000,EDUCATION,8.37,0.14,4,639,Yes,0
22138,30,male,Master,43363,9,RENT,8000,EDUCATION,9.26,0.18,9,618,Yes,0
22139,26,female,Bachelor,116279,3,RENT,1500,PERSONAL,11.01,0.01,2,641,Yes,0
22140,23,male,Associate,28370,0,OWN,4800,DEBTCONSOLIDATION,8.7,0.17,4,627,Yes,0
22141,22,female,Master,61077,0,RENT,15000,EDUCATION,6.03,0.25,2,657,No,0
22142,24,female,Associate,104179,3,MORTGAGE,15000,VENTURE,13.16,0.14,3,658,Yes,0
22143,42,male,Bachelor,62981,22,RENT,1500,VENTURE,11.71,0.02,12,649,No,0
22144,39,male,Bachelor,29533,15,RENT,5000,EDUCATION,11.14,0.17,12,672,Yes,0
22145,36,male,Bachelor,37236,14,RENT,10000,MEDICAL,8.01,0.27,13,559,No,1
22146,22,male,High School,28667,0,RENT,5425,EDUCATION,11.99,0.19,2,567,No,0
22147,22,male,Associate,43928,0,RENT,2500,MEDICAL,15.62,0.06,2,650,No,1
22148,26,female,Bachelor,74350,2,RENT,6000,EDUCATION,10.94,0.08,4,641,No,0
22149,34,male,Associate,62638,12,MORTGAGE,3500,PERSONAL,11.49,0.06,6,654,Yes,0
22150,25,female,Bachelor,64146,2,MORTGAGE,7200,VENTURE,10.28,0.11,3,625,Yes,0
22151,34,male,High School,316200,11,MORTGAGE,25000,DEBTCONSOLIDATION,16.32,0.08,9,655,No,1
22152,29,male,Associate,98561,8,MORTGAGE,10000,EDUCATION,11.01,0.1,8,671,No,0
22153,25,female,Bachelor,107890,2,MORTGAGE,14000,MEDICAL,7.49,0.13,2,654,Yes,0
22154,30,female,High School,124134,7,MORTGAGE,25000,PERSONAL,12.19,0.2,8,588,Yes,0
22155,29,female,High School,121232,5,MORTGAGE,12000,DEBTCONSOLIDATION,6.91,0.1,10,577,Yes,0
22156,28,male,Bachelor,36353,6,RENT,4500,EDUCATION,14.11,0.12,7,590,No,0
22157,24,male,Associate,96863,0,RENT,12000,VENTURE,7.29,0.12,3,676,Yes,0
22158,24,female,Associate,68540,0,MORTGAGE,6000,MEDICAL,11.71,0.09,4,602,No,1
22159,25,female,High School,35707,0,RENT,12000,PERSONAL,12.84,0.34,4,559,No,1
22160,32,female,Bachelor,84412,7,MORTGAGE,17395,DEBTCONSOLIDATION,13.61,0.21,8,687,No,1
22161,27,male,Bachelor,43049,7,MORTGAGE,15000,PERSONAL,12.53,0.35,5,567,Yes,0
22162,41,male,High School,170189,18,MORTGAGE,6000,VENTURE,11.15,0.04,15,658,No,0
22163,24,male,Bachelor,109039,0,MORTGAGE,1700,VENTURE,10.75,0.02,3,665,No,0
22164,29,male,Associate,168907,6,MORTGAGE,12600,VENTURE,11.01,0.07,6,599,Yes,0
22165,31,female,High School,75411,8,MORTGAGE,2500,MEDICAL,14.65,0.03,6,613,Yes,0
22166,31,male,Bachelor,37166,7,RENT,8000,EDUCATION,12.96,0.22,9,648,Yes,0
22167,40,male,Associate,18474,18,OWN,8000,HOMEIMPROVEMENT,7.14,0.43,12,487,No,1
22168,28,female,High School,110046,7,MORTGAGE,13467,EDUCATION,13.21,0.12,6,651,Yes,0
22169,28,female,Doctorate,63385,6,RENT,9600,HOMEIMPROVEMENT,9.07,0.15,7,593,Yes,0
22170,30,male,Master,141729,8,RENT,12000,VENTURE,18.79,0.08,8,677,No,1
22171,41,male,Associate,110099,20,MORTGAGE,2400,VENTURE,10.74,0.02,16,612,Yes,0
22172,23,male,High School,54845,0,RENT,6000,MEDICAL,8.65,0.11,4,574,Yes,0
22173,24,male,Bachelor,77804,2,MORTGAGE,4000,VENTURE,20,0.05,2,627,No,1
22174,21,female,High School,35903,0,MORTGAGE,4200,PERSONAL,11.99,0.12,3,554,Yes,0
22175,22,male,Bachelor,65696,0,MORTGAGE,13196,VENTURE,9.94,0.2,4,641,Yes,0
22176,43,female,Doctorate,72213,21,MORTGAGE,15000,PERSONAL,11.01,0.21,14,726,No,1
22177,30,female,High School,73115,9,MORTGAGE,6000,DEBTCONSOLIDATION,12.73,0.08,6,693,Yes,0
22178,25,male,High School,66719,7,MORTGAGE,17000,DEBTCONSOLIDATION,6.91,0.25,4,613,Yes,0
22179,38,female,Associate,59952,19,MORTGAGE,7250,DEBTCONSOLIDATION,11.99,0.12,11,671,No,0
22180,21,male,Bachelor,27648,0,OWN,7350,VENTURE,7.66,0.27,2,635,Yes,0
22181,24,male,Bachelor,30872,1,MORTGAGE,4000,MEDICAL,11.11,0.13,2,486,Yes,0
22182,25,female,Bachelor,31125,4,RENT,9250,VENTURE,10.75,0.3,3,671,No,1
22183,27,female,Doctorate,33587,4,RENT,7500,MEDICAL,12.69,0.22,10,659,No,0
22184,27,female,Doctorate,69252,0,RENT,6742,DEBTCONSOLIDATION,12.06,0.1,7,561,No,1
22185,23,male,Associate,65316,0,RENT,4500,HOMEIMPROVEMENT,8.49,0.07,2,542,No,1
22186,39,male,Associate,49280,14,OWN,1000,VENTURE,10.37,0.02,16,521,Yes,0
22187,31,male,High School,120962,7,MORTGAGE,8000,HOMEIMPROVEMENT,6.99,0.07,7,629,Yes,0
22188,25,male,Associate,54962,0,RENT,5000,PERSONAL,10.74,0.09,4,575,No,0
22189,22,male,Associate,43508,2,RENT,8000,DEBTCONSOLIDATION,9.2,0.18,4,635,Yes,0
22190,23,male,High School,29661,0,RENT,5000,PERSONAL,6.7,0.17,4,593,No,0
22191,25,female,Associate,67482,6,RENT,20000,VENTURE,11.01,0.3,4,682,No,1
22192,26,male,Bachelor,64499,1,MORTGAGE,5000,DEBTCONSOLIDATION,10,0.08,4,624,Yes,0
22193,50,female,Associate,79178,27,RENT,3000,VENTURE,10.99,0.04,14,490,Yes,0
22194,24,male,Master,70636,2,RENT,5000,PERSONAL,12.72,0.07,3,647,No,0
22195,31,female,Bachelor,82676,8,OWN,10000,VENTURE,11.01,0.12,7,670,Yes,0
22196,27,male,Associate,62913,6,RENT,10400,PERSONAL,18.25,0.17,6,629,No,1
22197,23,male,Bachelor,87391,3,RENT,14000,VENTURE,10.75,0.16,3,610,Yes,0
22198,27,male,Master,115702,0,RENT,25000,VENTURE,16.89,0.22,10,689,No,1
22199,51,male,Associate,66734,29,MORTGAGE,16750,PERSONAL,15.2,0.25,21,675,No,0
22200,25,male,Associate,163134,5,RENT,25000,EDUCATION,11.36,0.15,4,567,Yes,0
22201,21,male,Bachelor,40723,1,RENT,3375,VENTURE,13.49,0.08,3,637,Yes,0
22202,22,female,Bachelor,61230,1,RENT,8000,PERSONAL,12.18,0.13,4,582,No,0
22203,26,female,High School,108942,7,MORTGAGE,11054,PERSONAL,10.53,0.1,4,628,No,0
22204,28,male,Bachelor,67116,8,MORTGAGE,2400,EDUCATION,11.01,0.04,8,665,No,0
22205,26,female,Bachelor,150986,5,OWN,6000,MEDICAL,5.42,0.04,4,615,Yes,0
22206,23,female,High School,78658,0,MORTGAGE,10200,MEDICAL,7.9,0.13,3,608,Yes,0
22207,23,male,High School,58551,2,RENT,2400,PERSONAL,10.77,0.04,4,571,No,0
22208,25,female,Master,58816,4,RENT,8000,EDUCATION,14.35,0.14,2,644,No,0
22209,28,male,Master,102859,4,RENT,11200,DEBTCONSOLIDATION,9.91,0.11,10,670,Yes,0
22210,25,male,High School,37727,6,MORTGAGE,3600,EDUCATION,12.42,0.1,4,662,Yes,0
22211,26,male,Associate,126589,0,MORTGAGE,16000,MEDICAL,5.99,0.13,4,505,Yes,0
22212,23,male,Master,85197,0,MORTGAGE,12000,VENTURE,11.11,0.14,2,618,No,0
22213,23,male,Associate,76732,2,RENT,18000,EDUCATION,10.99,0.23,3,618,Yes,0
22214,33,female,Associate,111407,11,MORTGAGE,20000,EDUCATION,13.06,0.18,10,650,Yes,0
22215,37,male,Associate,68620,16,MORTGAGE,15879,VENTURE,8.5,0.23,12,595,Yes,0
22216,30,female,Bachelor,35624,6,MORTGAGE,6250,PERSONAL,11.01,0.18,9,696,Yes,0
22217,25,male,Associate,78012,0,MORTGAGE,14266,DEBTCONSOLIDATION,9.65,0.18,2,641,No,1
22218,23,male,Associate,41348,0,MORTGAGE,8000,PERSONAL,6.99,0.19,2,645,Yes,0
22219,24,male,Associate,48880,4,RENT,12000,MEDICAL,13.49,0.25,2,611,Yes,0
22220,33,male,High School,53709,13,MORTGAGE,4500,DEBTCONSOLIDATION,14.74,0.08,10,644,No,1
22221,27,male,Bachelor,91109,5,MORTGAGE,12000,EDUCATION,9.91,0.13,10,595,No,1
22222,31,female,Master,109269,10,MORTGAGE,12000,MEDICAL,6.92,0.11,6,670,No,0
22223,24,male,Bachelor,35601,2,MORTGAGE,3500,PERSONAL,9.99,0.1,4,670,Yes,0
22224,27,male,Master,136498,6,MORTGAGE,19000,HOMEIMPROVEMENT,16.35,0.14,10,663,Yes,0
22225,23,female,High School,87319,0,RENT,10000,DEBTCONSOLIDATION,13.85,0.11,3,646,No,0
22226,30,female,Bachelor,78015,6,MORTGAGE,10200,EDUCATION,6.62,0.13,5,688,No,0
22227,23,female,Associate,115216,1,OWN,4325,VENTURE,7.74,0.04,2,601,No,0
22228,24,female,High School,18022,0,RENT,4050,MEDICAL,6.91,0.22,4,638,No,1
22229,22,male,High School,85133,0,MORTGAGE,13750,VENTURE,10.75,0.16,3,621,Yes,0
22230,27,male,Doctorate,44927,4,RENT,9000,MEDICAL,7.49,0.2,8,727,No,0
22231,26,male,High School,83926,3,RENT,11000,PERSONAL,11,0.13,3,669,Yes,0
22232,21,male,Associate,123464,0,RENT,10000,VENTURE,11.01,0.08,3,655,Yes,0
22233,24,female,Associate,84631,3,MORTGAGE,12000,PERSONAL,17.56,0.14,3,631,Yes,0
22234,23,female,High School,36740,0,MORTGAGE,4375,VENTURE,6.62,0.12,2,674,Yes,0
22235,27,female,Associate,77693,4,MORTGAGE,3500,MEDICAL,11.99,0.05,8,574,Yes,0
22236,25,male,Bachelor,55050,4,MORTGAGE,4225,DEBTCONSOLIDATION,7.1,0.08,3,644,Yes,0
22237,24,male,High School,130994,3,MORTGAGE,18000,HOMEIMPROVEMENT,12.53,0.14,3,611,Yes,0
22238,22,male,Associate,17019,0,RENT,4800,MEDICAL,12.53,0.28,4,522,No,1
22239,31,female,High School,135311,12,RENT,18500,VENTURE,7.51,0.14,7,615,No,0
22240,31,male,Master,46743,9,RENT,6364,VENTURE,6.35,0.14,7,649,No,0
22241,21,male,Bachelor,91071,0,MORTGAGE,25000,MEDICAL,11.01,0.27,2,638,Yes,0
22242,30,female,Bachelor,124245,9,MORTGAGE,17617,DEBTCONSOLIDATION,15.87,0.14,6,671,No,0
22243,22,female,Associate,39258,0,OWN,6600,EDUCATION,9.07,0.17,3,619,Yes,0
22244,27,female,Associate,96059,6,MORTGAGE,13000,VENTURE,11.01,0.14,8,649,Yes,0
22245,35,female,Bachelor,73143,13,RENT,21725,VENTURE,15.62,0.3,10,576,No,1
22246,22,male,Bachelor,54094,0,MORTGAGE,3000,VENTURE,14.79,0.06,3,632,Yes,0
22247,25,male,High School,54741,0,RENT,12500,MEDICAL,10.37,0.23,3,631,Yes,0
22248,39,female,High School,68727,18,RENT,10000,DEBTCONSOLIDATION,13.06,0.15,11,632,Yes,0
22249,45,female,High School,75742,22,RENT,10000,DEBTCONSOLIDATION,10.39,0.13,11,501,Yes,0
22250,25,male,High School,61313,1,OWN,10000,MEDICAL,11.01,0.16,3,570,Yes,0
22251,22,male,Bachelor,51554,2,MORTGAGE,7000,VENTURE,14.84,0.14,3,650,Yes,0
22252,33,female,Bachelor,97335,12,MORTGAGE,9000,PERSONAL,11.98,0.09,8,653,Yes,0
22253,22,male,High School,28371,0,RENT,5000,EDUCATION,13.85,0.18,2,584,Yes,0
22254,33,male,Master,70012,10,RENT,2000,MEDICAL,11.01,0.03,5,702,No,0
22255,29,male,High School,96643,0,MORTGAGE,5000,PERSONAL,7.74,0.05,9,536,Yes,0
22256,26,male,High School,157041,3,RENT,12000,EDUCATION,14.22,0.08,2,515,Yes,0
22257,26,male,Associate,116510,4,RENT,10000,HOMEIMPROVEMENT,19.69,0.09,3,654,Yes,0
22258,22,male,High School,48883,3,OWN,6400,VENTURE,14.22,0.13,2,649,Yes,0
22259,31,female,Associate,173479,9,MORTGAGE,19671,DEBTCONSOLIDATION,11.6,0.11,8,641,Yes,0
22260,26,female,Associate,79357,3,RENT,7000,EDUCATION,11.01,0.09,2,658,No,0
22261,32,male,Bachelor,56045,11,RENT,1800,EDUCATION,11.58,0.03,8,676,No,0
22262,34,female,Bachelor,43400,10,MORTGAGE,9000,EDUCATION,13.47,0.21,8,644,Yes,0
22263,24,male,High School,48775,0,RENT,7500,PERSONAL,11.39,0.15,4,590,Yes,0
22264,27,male,Master,66656,3,MORTGAGE,11000,MEDICAL,15.33,0.17,10,557,No,1
22265,23,female,High School,73077,0,RENT,3600,EDUCATION,8.61,0.05,3,586,Yes,0
22266,24,male,Bachelor,50877,4,RENT,11200,MEDICAL,10.62,0.22,3,561,Yes,0
22267,44,male,Associate,130566,18,MORTGAGE,10000,HOMEIMPROVEMENT,11.11,0.08,11,695,Yes,0
22268,23,female,Associate,44267,0,OWN,8000,VENTURE,15.65,0.18,4,508,Yes,0
22269,25,female,Associate,69811,3,MORTGAGE,7250,VENTURE,10.59,0.1,4,644,Yes,0
22270,22,female,High School,65761,0,RENT,16075,DEBTCONSOLIDATION,10.37,0.24,3,572,Yes,0
22271,23,female,High School,50171,0,RENT,5000,EDUCATION,10.99,0.1,2,628,No,0
22272,25,female,Bachelor,149623,4,OWN,2000,MEDICAL,11.01,0.01,4,697,Yes,0
22273,38,female,Associate,133293,14,OWN,12000,PERSONAL,12.99,0.09,11,568,Yes,0
22274,33,male,Associate,99370,11,MORTGAGE,6000,VENTURE,7.51,0.06,6,694,No,0
22275,24,female,Bachelor,89691,4,RENT,5000,MEDICAL,11.01,0.06,4,707,Yes,0
22276,25,female,Associate,37041,1,OWN,3425,PERSONAL,6.17,0.09,2,582,Yes,0
22277,22,male,Bachelor,42826,0,MORTGAGE,12149,VENTURE,14.14,0.28,4,628,Yes,0
22278,23,male,Associate,84845,0,RENT,20500,EDUCATION,13.16,0.24,3,641,No,0
22279,23,female,Associate,67031,1,MORTGAGE,8000,EDUCATION,7.49,0.12,3,660,No,0
22280,26,female,Associate,38336,0,RENT,3508,DEBTCONSOLIDATION,7.25,0.09,4,624,No,0
22281,26,male,High School,84966,4,MORTGAGE,2000,VENTURE,12.34,0.02,2,638,No,0
22282,29,male,Bachelor,300992,7,MORTGAGE,10000,PERSONAL,7.49,0.03,10,717,Yes,0
22283,24,female,Bachelor,133158,0,MORTGAGE,16000,DEBTCONSOLIDATION,11.01,0.12,3,616,Yes,0
22284,24,female,Master,79162,6,RENT,12000,EDUCATION,8.09,0.15,3,581,No,0
22285,28,female,Associate,93024,4,MORTGAGE,15000,PERSONAL,12.21,0.16,5,628,Yes,0
22286,24,male,Associate,71594,3,RENT,10000,MEDICAL,18.25,0.14,4,655,No,1
22287,23,male,High School,111301,2,MORTGAGE,24250,EDUCATION,11.12,0.22,2,568,Yes,0
22288,22,male,Bachelor,44281,0,RENT,3600,EDUCATION,12.99,0.08,2,657,Yes,0
22289,23,female,High School,90996,1,MORTGAGE,12000,EDUCATION,9.62,0.13,2,472,Yes,0
22290,23,male,High School,23341,2,RENT,7000,EDUCATION,7.66,0.3,4,632,No,1
22291,24,female,Bachelor,66060,4,RENT,20000,VENTURE,16.49,0.3,2,671,No,1
22292,21,male,Bachelor,45127,0,OWN,7200,EDUCATION,13.61,0.16,4,568,Yes,0
22293,28,female,Associate,30959,1,RENT,7000,DEBTCONSOLIDATION,9.46,0.23,8,622,Yes,0
22294,42,male,High School,61523,18,MORTGAGE,5000,HOMEIMPROVEMENT,9.29,0.08,16,691,Yes,0
22295,25,male,Bachelor,33271,0,RENT,3000,PERSONAL,10.78,0.09,3,681,Yes,0
22296,26,female,Associate,39391,3,RENT,5000,VENTURE,14.84,0.13,4,661,No,1
22297,24,male,Associate,53633,4,RENT,23975,HOMEIMPROVEMENT,11.01,0.45,2,678,No,1
22298,27,female,Bachelor,103087,4,MORTGAGE,24000,MEDICAL,11.43,0.23,10,652,Yes,0
22299,32,male,Master,79240,10,MORTGAGE,5500,DEBTCONSOLIDATION,7.51,0.07,7,651,No,0
22300,31,female,High School,51205,10,RENT,2200,DEBTCONSOLIDATION,9.63,0.04,8,669,No,0
22301,24,male,Bachelor,90945,4,MORTGAGE,7200,EDUCATION,11.01,0.08,3,652,Yes,0
22302,26,female,Associate,44117,3,RENT,9000,DEBTCONSOLIDATION,6.93,0.2,4,640,No,0
22303,23,male,Master,39188,0,RENT,5000,VENTURE,13.93,0.13,4,697,No,1
22304,26,female,High School,90451,6,MORTGAGE,8000,DEBTCONSOLIDATION,9.88,0.09,3,639,No,0
22305,28,female,Bachelor,64595,5,RENT,10000,MEDICAL,11.55,0.15,6,660,No,0
22306,27,female,Bachelor,36754,3,RENT,8650,PERSONAL,8.94,0.24,6,716,No,0
22307,28,female,Bachelor,78827,5,MORTGAGE,24000,EDUCATION,11.64,0.3,5,573,Yes,0
22308,29,female,Associate,40633,8,RENT,6000,PERSONAL,15.14,0.15,6,683,No,0
22309,32,male,Master,114953,9,MORTGAGE,7481,VENTURE,9.54,0.07,12,681,Yes,0
22310,32,female,Bachelor,42901,10,RENT,6000,VENTURE,11.01,0.14,9,571,Yes,0
22311,25,male,Associate,159455,4,MORTGAGE,10000,HOMEIMPROVEMENT,11.89,0.06,3,679,Yes,0
22312,36,male,Bachelor,45229,14,RENT,6000,MEDICAL,11.32,0.13,8,709,Yes,0
22313,25,female,High School,71415,0,RENT,8000,PERSONAL,12,0.11,4,603,Yes,0
22314,25,female,High School,78904,2,RENT,9000,EDUCATION,10.4,0.11,4,439,Yes,0
22315,45,female,Master,44179,26,RENT,8000,PERSONAL,7.27,0.18,15,738,Yes,0
22316,25,male,Master,44481,0,RENT,7500,DEBTCONSOLIDATION,13.49,0.17,4,605,No,0
22317,37,female,Associate,90298,12,OWN,7500,VENTURE,7.05,0.08,11,636,Yes,0
22318,38,female,Associate,91114,14,RENT,17000,VENTURE,7.28,0.19,10,574,Yes,0
22319,27,male,Associate,77381,6,RENT,4000,PERSONAL,10.37,0.05,9,615,No,0
22320,36,male,High School,39396,11,MORTGAGE,12000,DEBTCONSOLIDATION,10.37,0.3,11,557,Yes,0
22321,29,male,Master,40064,4,RENT,5000,MEDICAL,8.9,0.12,8,579,Yes,0
22322,23,male,Bachelor,39639,0,RENT,2500,MEDICAL,12.39,0.06,3,617,No,1
22323,28,male,Associate,63150,6,RENT,5000,MEDICAL,12.23,0.08,9,560,Yes,0
22324,37,male,Master,56307,15,RENT,6000,EDUCATION,11.49,0.11,13,652,Yes,0
22325,24,male,Master,26282,3,RENT,3903,DEBTCONSOLIDATION,14.11,0.15,4,668,No,0
22326,22,female,Master,40233,0,RENT,10000,EDUCATION,12.25,0.25,4,681,No,1
22327,34,male,Bachelor,97285,9,RENT,30000,DEBTCONSOLIDATION,6.62,0.31,5,661,No,1
22328,23,female,Master,72920,1,RENT,9000,VENTURE,9.6,0.12,4,591,Yes,0
22329,26,male,Associate,106475,3,MORTGAGE,7700,EDUCATION,14.79,0.07,4,605,No,1
22330,30,female,Master,72889,6,MORTGAGE,4500,EDUCATION,10.83,0.06,10,549,Yes,0
22331,27,female,Master,48806,6,RENT,9600,MEDICAL,11.01,0.2,9,706,No,1
22332,25,female,Associate,37071,1,RENT,3000,PERSONAL,11.71,0.08,3,611,No,0
22333,27,male,Associate,43182,7,RENT,12800,EDUCATION,10,0.3,7,629,No,1
22334,26,female,High School,97399,4,MORTGAGE,15000,EDUCATION,11.86,0.15,3,609,No,0
22335,25,male,Bachelor,71564,4,RENT,15000,VENTURE,15.58,0.21,2,624,No,1
22336,30,female,Associate,38260,5,MORTGAGE,12000,VENTURE,14.42,0.31,5,594,No,1
22337,23,male,Bachelor,52694,3,RENT,9000,EDUCATION,9.63,0.17,2,671,Yes,0
22338,36,female,Associate,83343,10,MORTGAGE,7000,EDUCATION,13.48,0.08,11,542,No,1
